,Audio_files , Happy , Sad , Angry , Scary,class
1513,1_audio_72.wav,0.9812,0.0055,0.0,0.0004, Happy 
1514,1_audio_72.wav,0.9879,0.0059,0.0,0.0002, Happy 
1515,1_audio_72.wav,0.9859,0.012,0.0,0.0001, Happy 
1516,1_audio_72.wav,0.9868,0.0204,0.0001,0.0003, Happy 
1517,1_audio_72.wav,0.9921,0.0164,0.0001,0.0012, Happy 
1518,1_audio_72.wav,0.9875,0.0184,0.0001,0.0039, Happy 
1519,1_audio_72.wav,0.9926,0.0326,0.0001,0.0032, Happy 
1520,1_audio_73.wav,0.9534,0.0152,0.0006,0.0121, Happy 
1521,1_audio_73.wav,0.9849,0.0056,0.0001,0.0085, Happy 
1522,1_audio_73.wav,0.9951,0.0023,0.0,0.0009, Happy 
1523,1_audio_73.wav,0.9956,0.0025,0.0,0.0005, Happy 
1524,1_audio_73.wav,0.9957,0.0036,0.0,0.0005, Happy 
1525,1_audio_73.wav,0.9977,0.0036,0.0,0.0006, Happy 
1526,1_audio_73.wav,0.9969,0.0056,0.0,0.0003, Happy 
1527,1_audio_73.wav,0.995,0.0085,0.0,0.0019, Happy 
1528,1_audio_73.wav,0.9961,0.0134,0.0001,0.0002, Happy 
1529,1_audio_73.wav,0.9933,0.0301,0.0,0.0005, Happy 
1530,1_audio_74.wav,0.9306,0.014,0.0006,0.0093, Happy 
1531,1_audio_74.wav,0.9757,0.0052,0.0001,0.0031, Happy 
1532,1_audio_74.wav,0.9895,0.0049,0.0,0.0029, Happy 
1533,1_audio_74.wav,0.996,0.0031,0.0,0.0003, Happy 
1534,1_audio_74.wav,0.9979,0.0018,0.0001,0.0001, Happy 
1535,1_audio_74.wav,0.998,0.0033,0.0001,0.0001, Happy 
1536,1_audio_74.wav,0.9907,0.0163,0.0001,0.0003, Happy 
1537,1_audio_74.wav,0.9965,0.0076,0.0002,0.0001, Happy 
1538,1_audio_74.wav,0.996,0.0134,0.0003,0.0001, Happy 
1539,1_audio_74.wav,0.9853,0.0361,0.0018,0.0028, Happy 
1540,1_audio_75.wav,0.9454,0.0147,0.0186,0.0169, Happy 
1541,1_audio_75.wav,0.9403,0.0108,0.0092,0.0152, Happy 
1542,1_audio_75.wav,0.9233,0.0189,0.002,0.0028, Happy 
1543,1_audio_75.wav,0.9891,0.005,0.0008,0.0022, Happy 
1544,1_audio_75.wav,0.9881,0.0057,0.0003,0.0014, Happy 
1545,1_audio_75.wav,0.9943,0.0067,0.0003,0.0011, Happy 
1546,1_audio_75.wav,0.9901,0.0101,0.0004,0.0007, Happy 
1547,1_audio_75.wav,0.9901,0.0218,0.0004,0.0005, Happy 
1548,1_audio_75.wav,0.9884,0.0253,0.0008,0.0012, Happy 
1549,1_audio_75.wav,0.9865,0.0291,0.0008,0.0028, Happy 
1550,1_audio_76.wav,0.9842,0.0118,0.0027,0.0025, Happy 
1551,1_audio_76.wav,0.9943,0.0057,0.001,0.0005, Happy 
1552,1_audio_76.wav,0.9954,0.0048,0.0004,0.0004, Happy 
1553,1_audio_76.wav,0.995,0.0089,0.0002,0.0001, Happy 
1554,1_audio_76.wav,0.9947,0.0085,0.0002,0.0002, Happy 
1555,1_audio_76.wav,0.9904,0.0103,0.0002,0.001, Happy 
1556,1_audio_76.wav,0.9707,0.0298,0.0001,0.0039, Happy 
1557,1_audio_76.wav,0.9678,0.0422,0.0001,0.0025, Happy 
1558,1_audio_76.wav,0.9629,0.081,0.0001,0.0021, Happy 
1559,1_audio_76.wav,0.9228,0.1621,0.0005,0.0118, Happy 
1560,1_audio_77.wav,0.1857,0.1603,0.1513,0.1314, Happy 
1561,1_audio_77.wav,0.3107,0.0726,0.0221,0.0892, Happy 
1562,1_audio_77.wav,0.4019,0.159,0.004,0.0271, Happy 
1563,1_audio_77.wav,0.3517,0.1279,0.0034,0.0252, Happy 
1564,1_audio_77.wav,0.1499,0.3427,0.0013,0.0084, Sad 
1565,1_audio_77.wav,0.2184,0.4706,0.0008,0.0096, Sad 
1566,1_audio_77.wav,0.3049,0.4987,0.0009,0.0038, Sad 
1567,1_audio_77.wav,0.2593,0.505,0.0005,0.0014, Sad 
1568,1_audio_77.wav,0.8313,0.1901,0.0004,0.0039, Happy 
1569,1_audio_77.wav,0.6291,0.4293,0.0019,0.0065, Happy 
1570,1_audio_78.wav,0.5871,0.0983,0.0041,0.0067, Happy 
1571,1_audio_78.wav,0.9354,0.0778,0.0016,0.0041, Happy 
1572,1_audio_78.wav,0.9394,0.0294,0.0004,0.0021, Happy 
1573,1_audio_78.wav,0.9426,0.0295,0.0005,0.0011, Happy 
1574,1_audio_78.wav,0.9924,0.0124,0.0002,0.0011, Happy 
1575,1_audio_78.wav,0.9955,0.0243,0.0003,0.0017, Happy 
1576,1_audio_78.wav,0.9864,0.0448,0.0002,0.0007, Happy 
1577,1_audio_78.wav,0.9948,0.0395,0.0005,0.0014, Happy 
1578,1_audio_78.wav,0.9008,0.1641,0.0007,0.0027, Happy 
1579,1_audio_78.wav,0.9784,0.1763,0.0008,0.0025, Happy 
1580,1_audio_79.wav,0.8588,0.0492,0.0012,0.0038, Happy 
1581,1_audio_79.wav,0.9377,0.0349,0.0007,0.0041, Happy 
1582,1_audio_79.wav,0.9835,0.0119,0.0002,0.0017, Happy 
1583,1_audio_79.wav,0.9691,0.0214,0.0002,0.0032, Happy 
1584,1_audio_79.wav,0.9511,0.0633,0.0002,0.0018, Happy 
1585,1_audio_79.wav,0.9873,0.0176,0.0001,0.0012, Happy 
1586,1_audio_79.wav,0.989,0.0387,0.0002,0.0009, Happy 
1587,1_audio_79.wav,0.9946,0.0256,0.0001,0.0016, Happy 
1588,1_audio_79.wav,0.9741,0.1403,0.0004,0.0022, Happy 
1589,1_audio_79.wav,0.9823,0.0793,0.0014,0.0035, Happy 
1590,1_audio_8.wav,0.0632,0.1702,0.0167,0.3941, Scary
1591,1_audio_8.wav,0.2608,0.1062,0.0473,0.0138, Happy 
1592,1_audio_8.wav,0.0849,0.0984,0.0491,0.3391, Scary
1593,1_audio_8.wav,0.0801,0.346,0.0024,0.0286, Sad 
1594,1_audio_8.wav,0.2862,0.1808,0.0053,0.0201, Happy 
1595,1_audio_8.wav,0.2992,0.1031,0.0119,0.1388, Happy 
1596,1_audio_8.wav,0.3467,0.0963,0.0111,0.0661, Happy 
1597,1_audio_8.wav,0.1443,0.3005,0.0139,0.1008, Sad 
1598,1_audio_8.wav,0.1254,0.401,0.0027,0.1449, Sad 
1599,1_audio_8.wav,0.136,0.4133,0.0023,0.1228, Sad 
1600,1_audio_80.wav,0.92,0.0255,0.0017,0.0063, Happy 
1601,1_audio_80.wav,0.9214,0.0201,0.0007,0.0051, Happy 
1602,1_audio_80.wav,0.9909,0.0135,0.0006,0.0036, Happy 
1603,1_audio_80.wav,0.9625,0.0373,0.0006,0.0019, Happy 
1604,1_audio_80.wav,0.9537,0.1458,0.0012,0.0048, Happy 
1605,1_audio_80.wav,0.9504,0.1154,0.0003,0.0022, Happy 
1606,1_audio_80.wav,0.9952,0.01,0.0002,0.0039, Happy 
1607,1_audio_80.wav,0.9952,0.0137,0.0002,0.0058, Happy 
1608,1_audio_80.wav,0.9965,0.0143,0.0002,0.0023, Happy 
1609,1_audio_80.wav,0.9912,0.0707,0.0005,0.0039, Happy 
1610,1_audio_81.wav,0.9732,0.0407,0.0025,0.0082, Happy 
1611,1_audio_81.wav,0.9134,0.0653,0.0009,0.006, Happy 
1612,1_audio_81.wav,0.9071,0.0898,0.001,0.0075, Happy 
1613,1_audio_81.wav,0.9691,0.0876,0.0003,0.0064, Happy 
1614,1_audio_81.wav,0.9704,0.041,0.0003,0.0025, Happy 
1615,1_audio_81.wav,0.7912,0.4059,0.0003,0.001, Happy 
1616,1_audio_81.wav,0.7044,0.4863,0.0002,0.0005, Happy 
1617,1_audio_81.wav,0.8481,0.5743,0.0007,0.0015, Happy 
1618,1_audio_81.wav,0.8784,0.3848,0.0006,0.0008, Happy 
1619,1_audio_81.wav,0.8225,0.4689,0.0009,0.0046, Happy 
1620,1_audio_82.wav,0.5687,0.3946,0.0024,0.0086, Happy 
1621,1_audio_82.wav,0.3552,0.5518,0.0011,0.0023, Sad 
1622,1_audio_82.wav,0.6985,0.3356,0.0008,0.0059, Happy 
1623,1_audio_82.wav,0.7702,0.4007,0.0002,0.0038, Happy 
1624,1_audio_82.wav,0.9131,0.122,0.0001,0.0037, Happy 
1625,1_audio_82.wav,0.8692,0.1981,0.0001,0.0067, Happy 
1626,1_audio_82.wav,0.9544,0.1004,0.0001,0.0048, Happy 
1627,1_audio_82.wav,0.7962,0.4247,0.0001,0.0008, Happy 
1628,1_audio_82.wav,0.9909,0.073,0.0004,0.0012, Happy 
1629,1_audio_82.wav,0.9736,0.1221,0.0003,0.0023, Happy 
1630,1_audio_83.wav,0.9486,0.0253,0.0031,0.0128, Happy 
1631,1_audio_83.wav,0.9774,0.0112,0.0005,0.0088, Happy 
1632,1_audio_83.wav,0.9869,0.007,0.0003,0.0015, Happy 
1633,1_audio_83.wav,0.9899,0.0062,0.0002,0.0024, Happy 
1634,1_audio_83.wav,0.9894,0.0223,0.0001,0.0007, Happy 
1635,1_audio_83.wav,0.9953,0.0116,0.0,0.0, Happy 
1636,1_audio_83.wav,0.9851,0.1722,0.0001,0.0002, Happy 
1637,1_audio_83.wav,0.9785,0.1456,0.0001,0.0002, Happy 
1638,1_audio_83.wav,0.983,0.0898,0.0001,0.0008, Happy 
1639,1_audio_83.wav,0.9799,0.2007,0.0006,0.0007, Happy 
1640,1_audio_84.wav,0.0989,0.8473,0.0029,0.0034, Sad 
1641,1_audio_84.wav,0.0338,0.9582,0.0008,0.0033, Sad 
1642,1_audio_84.wav,0.114,0.9301,0.0002,0.0022, Sad 
1643,1_audio_84.wav,0.219,0.83,0.0,0.0025, Sad 
1644,1_audio_84.wav,0.1034,0.9237,0.0001,0.0012, Sad 
1645,1_audio_84.wav,0.0156,0.9777,0.0,0.0017, Sad 
1646,1_audio_84.wav,0.0201,0.9808,0.0,0.0021, Sad 
1647,1_audio_84.wav,0.0165,0.9836,0.0,0.0026, Sad 
1648,1_audio_84.wav,0.0498,0.9725,0.0001,0.0026, Sad 
1649,1_audio_84.wav,0.404,0.9013,0.0003,0.0032, Sad 
1650,1_audio_85.wav,0.0065,0.9828,0.0018,0.0109, Sad 
1651,1_audio_85.wav,0.0052,0.9929,0.0005,0.0021, Sad 
1652,1_audio_85.wav,0.0045,0.9943,0.0004,0.0017, Sad 
1653,1_audio_85.wav,0.0056,0.9937,0.0002,0.0016, Sad 
1654,1_audio_85.wav,0.006,0.9959,0.0001,0.0014, Sad 
1655,1_audio_85.wav,0.009,0.996,0.0001,0.0015, Sad 
1656,1_audio_85.wav,0.0141,0.9914,0.0001,0.0013, Sad 
1657,1_audio_85.wav,0.016,0.9911,0.0001,0.0013, Sad 
1658,1_audio_85.wav,0.0203,0.9874,0.0001,0.0015, Sad 
1659,1_audio_85.wav,0.0342,0.9716,0.0003,0.003, Sad 
1660,1_audio_86.wav,0.0189,0.9574,0.0043,0.0078, Sad 
1661,1_audio_86.wav,0.0172,0.9547,0.0006,0.0031, Sad 
1662,1_audio_86.wav,0.0031,0.9935,0.0001,0.001, Sad 
1663,1_audio_86.wav,0.0042,0.9914,0.0001,0.0006, Sad 
1664,1_audio_86.wav,0.0053,0.9931,0.0001,0.0005, Sad 
1665,1_audio_86.wav,0.0095,0.9865,0.0,0.0004, Sad 
1666,1_audio_86.wav,0.0083,0.993,0.0001,0.0006, Sad 
1667,1_audio_86.wav,0.0483,0.9651,0.0001,0.0011, Sad 
1668,1_audio_86.wav,0.1266,0.9612,0.0001,0.0016, Sad 
1669,1_audio_86.wav,0.317,0.9184,0.0002,0.0014, Sad 
1670,1_audio_87.wav,0.0414,0.9645,0.0022,0.0052, Sad 
1671,1_audio_87.wav,0.2174,0.86,0.0008,0.003, Sad 
1672,1_audio_87.wav,0.1313,0.9048,0.0003,0.0017, Sad 
1673,1_audio_87.wav,0.0616,0.9741,0.0001,0.0008, Sad 
1674,1_audio_87.wav,0.1082,0.9557,0.0001,0.002, Sad 
1675,1_audio_87.wav,0.1671,0.9243,0.0,0.0028, Sad 
1676,1_audio_87.wav,0.1094,0.9639,0.0001,0.0006, Sad 
1677,1_audio_87.wav,0.1327,0.9692,0.0001,0.0012, Sad 
1678,1_audio_87.wav,0.0711,0.9852,0.0002,0.0015, Sad 
1679,1_audio_87.wav,0.3102,0.9636,0.0004,0.0027, Sad 
1680,1_audio_88.wav,0.0351,0.9763,0.0065,0.0131, Sad 
1681,1_audio_88.wav,0.018,0.9933,0.0015,0.0033, Sad 
1682,1_audio_88.wav,0.0144,0.9936,0.0004,0.0028, Sad 
1683,1_audio_88.wav,0.0111,0.9952,0.0003,0.0022, Sad 
1684,1_audio_88.wav,0.012,0.994,0.0002,0.0015, Sad 
1685,1_audio_88.wav,0.0134,0.9946,0.0002,0.0014, Sad 
1686,1_audio_88.wav,0.0236,0.9872,0.0002,0.0032, Sad 
1687,1_audio_88.wav,0.0371,0.9907,0.0002,0.0018, Sad 
1688,1_audio_88.wav,0.0407,0.9829,0.0005,0.0034, Sad 
1689,1_audio_88.wav,0.0691,0.9743,0.0006,0.0049, Sad 
1690,1_audio_89.wav,0.0392,0.9045,0.0058,0.0359, Sad 
1691,1_audio_89.wav,0.0366,0.9178,0.0016,0.016, Sad 
1692,1_audio_89.wav,0.0379,0.9324,0.0005,0.0042, Sad 
1693,1_audio_89.wav,0.0431,0.8823,0.0003,0.0052, Sad 
1694,1_audio_89.wav,0.0345,0.9133,0.0002,0.0019, Sad 
1695,1_audio_89.wav,0.0667,0.8224,0.0001,0.0019, Sad 
1696,1_audio_89.wav,0.0606,0.9039,0.0,0.0013, Sad 
1697,1_audio_89.wav,0.1958,0.6391,0.0,0.001, Sad 
1698,1_audio_89.wav,0.3624,0.6787,0.0001,0.003, Sad 
1699,1_audio_89.wav,0.3741,0.9252,0.0005,0.0037, Sad 
1700,1_audio_9.wav,0.0198,0.7745,0.3991,0.1868, Sad 
1701,1_audio_9.wav,0.011,0.9129,0.0209,0.0769, Sad 
1702,1_audio_9.wav,0.0074,0.8545,0.0218,0.1041, Sad 
1703,1_audio_9.wav,0.0077,0.9136,0.0057,0.0545, Sad 
1704,1_audio_9.wav,0.0065,0.8161,0.0036,0.1055, Sad 
1705,1_audio_9.wav,0.0062,0.705,0.0071,0.0858, Sad 
1706,1_audio_9.wav,0.0091,0.6815,0.0214,0.0727, Sad 
1707,1_audio_9.wav,0.0145,0.4405,0.0423,0.1453, Sad 
1708,1_audio_9.wav,0.0279,0.308,0.0359,0.1142, Sad 
1709,1_audio_9.wav,0.0147,0.2949,0.0446,0.2417, Sad 
1710,1_audio_90.wav,0.0328,0.9045,0.0014,0.0051, Sad 
1711,1_audio_90.wav,0.0328,0.9554,0.0008,0.0027, Sad 
1712,1_audio_90.wav,0.0636,0.9246,0.0004,0.0025, Sad 
1713,1_audio_90.wav,0.0451,0.9467,0.0001,0.0011, Sad 
1714,1_audio_90.wav,0.063,0.8915,0.0,0.0008, Sad 
1715,1_audio_90.wav,0.0442,0.9528,0.0,0.0008, Sad 
1716,1_audio_90.wav,0.1312,0.8614,0.0,0.0009, Sad 
1717,1_audio_90.wav,0.3539,0.8196,0.0,0.0014, Sad 
1718,1_audio_90.wav,0.8147,0.363,0.0001,0.0007, Happy 
1719,1_audio_90.wav,0.8851,0.2859,0.0004,0.0032, Happy 
1720,1_audio_91.wav,0.2952,0.3883,0.0004,0.0036, Sad 
1721,1_audio_91.wav,0.2734,0.5775,0.0002,0.0025, Sad 
1722,1_audio_91.wav,0.374,0.5968,0.0001,0.0012, Sad 
1723,1_audio_91.wav,0.3418,0.6394,0.0001,0.0011, Sad 
1724,1_audio_91.wav,0.3707,0.6168,0.0002,0.0009, Sad 
1725,1_audio_91.wav,0.391,0.7665,0.0001,0.0024, Sad 
1726,1_audio_91.wav,0.1969,0.9082,0.0002,0.0016, Sad 
1727,1_audio_91.wav,0.2099,0.8205,0.0003,0.0059, Sad 
1728,1_audio_91.wav,0.5374,0.8072,0.0005,0.0029, Sad 
1729,1_audio_91.wav,0.6002,0.8073,0.0005,0.0013, Sad 
1730,1_audio_92.wav,0.2064,0.813,0.0027,0.0095, Sad 
1731,1_audio_92.wav,0.1267,0.8648,0.0013,0.0058, Sad 
1732,1_audio_92.wav,0.1777,0.8347,0.0001,0.0027, Sad 
1733,1_audio_92.wav,0.2069,0.786,0.0,0.0018, Sad 
1734,1_audio_92.wav,0.1028,0.9438,0.0,0.0003, Sad 
1735,1_audio_92.wav,0.0579,0.9797,0.0,0.0003, Sad 
1736,1_audio_92.wav,0.0845,0.9806,0.0,0.0002, Sad 
1737,1_audio_92.wav,0.2246,0.9623,0.0001,0.0008, Sad 
1738,1_audio_92.wav,0.3955,0.9443,0.0001,0.0009, Sad 
1739,1_audio_92.wav,0.7118,0.7061,0.0005,0.0031, Happy 
1740,1_audio_93.wav,0.0677,0.8257,0.006,0.0072, Sad 
1741,1_audio_93.wav,0.0635,0.8959,0.0009,0.002, Sad 
1742,1_audio_93.wav,0.1465,0.7504,0.0015,0.0016, Sad 
1743,1_audio_93.wav,0.1542,0.7919,0.0004,0.0013, Sad 
1744,1_audio_93.wav,0.1684,0.7758,0.0004,0.0011, Sad 
1745,1_audio_93.wav,0.2686,0.8145,0.0003,0.0019, Sad 
1746,1_audio_93.wav,0.213,0.8263,0.0005,0.0033, Sad 
1747,1_audio_93.wav,0.2071,0.7793,0.0003,0.0024, Sad 
1748,1_audio_93.wav,0.1418,0.9305,0.0005,0.0023, Sad 
1749,1_audio_93.wav,0.3368,0.8516,0.0006,0.0014, Sad 
1750,1_audio_94.wav,0.3476,0.1804,0.0025,0.0036, Happy 
1751,1_audio_94.wav,0.4555,0.204,0.0003,0.0023, Happy 
1752,1_audio_94.wav,0.3806,0.4494,0.0004,0.0011, Sad 
1753,1_audio_94.wav,0.7847,0.2691,0.0002,0.0004, Happy 
1754,1_audio_94.wav,0.4954,0.3735,0.0003,0.0005, Happy 
1755,1_audio_94.wav,0.6523,0.4039,0.0001,0.0013, Happy 
1756,1_audio_94.wav,0.8363,0.2191,0.0003,0.0016, Happy 
1757,1_audio_94.wav,0.8133,0.4643,0.0003,0.0023, Happy 
1758,1_audio_94.wav,0.7476,0.2573,0.0005,0.004, Happy 
1759,1_audio_94.wav,0.865,0.1374,0.0006,0.0065, Happy 
1760,1_audio_95.wav,0.0398,0.9291,0.0032,0.0078, Sad 
1761,1_audio_95.wav,0.0394,0.949,0.001,0.0037, Sad 
1762,1_audio_95.wav,0.0787,0.8404,0.0004,0.0022, Sad 
1763,1_audio_95.wav,0.1238,0.7805,0.0002,0.0025, Sad 
1764,1_audio_95.wav,0.2174,0.7272,0.0001,0.003, Sad 
1765,1_audio_95.wav,0.4829,0.6062,0.0001,0.001, Sad 
1766,1_audio_95.wav,0.4984,0.5779,0.0001,0.0017, Sad 
1767,1_audio_95.wav,0.618,0.3922,0.0001,0.0036, Happy 
1768,1_audio_95.wav,0.6518,0.3396,0.0001,0.0117, Happy 
1769,1_audio_95.wav,0.7485,0.6769,0.0003,0.0021, Happy 
1770,1_audio_96.wav,0.0692,0.7473,0.0028,0.0113, Sad 
1771,1_audio_96.wav,0.1172,0.7322,0.0007,0.0037, Sad 
1772,1_audio_96.wav,0.1262,0.8326,0.0005,0.0026, Sad 
1773,1_audio_96.wav,0.1769,0.7953,0.0002,0.0033, Sad 
1774,1_audio_96.wav,0.0789,0.9124,0.0005,0.0017, Sad 
1775,1_audio_96.wav,0.1164,0.8659,0.0001,0.0034, Sad 
1776,1_audio_96.wav,0.4614,0.5318,0.0001,0.0032, Sad 
1777,1_audio_96.wav,0.4141,0.7051,0.0001,0.0041, Sad 
1778,1_audio_96.wav,0.2535,0.8294,0.0005,0.002, Sad 
1779,1_audio_96.wav,0.5343,0.7642,0.0015,0.0058, Sad 
1780,1_audio_97.wav,0.0394,0.9304,0.0026,0.0115, Sad 
1781,1_audio_97.wav,0.0387,0.9495,0.0012,0.0049, Sad 
1782,1_audio_97.wav,0.0627,0.9324,0.0003,0.0046, Sad 
1783,1_audio_97.wav,0.0365,0.9583,0.0001,0.0054, Sad 
1784,1_audio_97.wav,0.0923,0.8761,0.0001,0.0075, Sad 
1785,1_audio_97.wav,0.338,0.7988,0.0001,0.0097, Sad 
1786,1_audio_97.wav,0.3524,0.7946,0.0,0.0026, Sad 
1787,1_audio_97.wav,0.3453,0.8489,0.0001,0.0024, Sad 
1788,1_audio_97.wav,0.6203,0.8724,0.0001,0.0023, Sad 
1789,1_audio_97.wav,0.5204,0.9237,0.0002,0.0019, Sad 
1790,1_audio_98.wav,0.1708,0.7921,0.0035,0.0141, Sad 
1791,1_audio_98.wav,0.1394,0.866,0.0019,0.0081, Sad 
1792,1_audio_98.wav,0.0799,0.8916,0.0004,0.004, Sad 
1793,1_audio_98.wav,0.1253,0.8463,0.0004,0.0067, Sad 
1794,1_audio_98.wav,0.1077,0.8314,0.0002,0.0037, Sad 
1795,1_audio_98.wav,0.2517,0.656,0.0001,0.0078, Sad 
1796,1_audio_98.wav,0.1434,0.738,0.0001,0.0078, Sad 
1797,1_audio_98.wav,0.2446,0.8903,0.0002,0.0032, Sad 
1798,1_audio_98.wav,0.601,0.7746,0.0003,0.0045, Sad 
1799,1_audio_98.wav,0.6817,0.607,0.0006,0.0035, Happy 
1800,1_audio_99.wav,0.065,0.9084,0.004,0.0048, Sad 
1801,1_audio_99.wav,0.0404,0.943,0.0016,0.0033, Sad 
1802,1_audio_99.wav,0.1741,0.8242,0.0006,0.0041, Sad 
1803,1_audio_99.wav,0.2212,0.7015,0.0004,0.0019, Sad 
1804,1_audio_99.wav,0.1507,0.8559,0.0002,0.0021, Sad 
1805,1_audio_99.wav,0.2446,0.831,0.0002,0.0043, Sad 
1806,1_audio_99.wav,0.1729,0.8761,0.0006,0.0035, Sad 
1807,1_audio_99.wav,0.4464,0.7784,0.0003,0.0048, Sad 
1808,1_audio_99.wav,0.3399,0.8463,0.0005,0.0066, Sad 
1809,1_audio_99.wav,0.6703,0.7038,0.0008,0.0094, Sad 
1810,2_audio_0.wav,0.1483,0.7509,0.2766,0.0812, Sad 
1811,2_audio_0.wav,0.1438,0.7523,0.1989,0.0452, Sad 
1812,2_audio_0.wav,0.139,0.7628,0.2183,0.0332, Sad 
1813,2_audio_0.wav,0.1402,0.7644,0.2655,0.0282, Sad 
1814,2_audio_0.wav,0.1451,0.7574,0.2851,0.0258, Sad 
1815,2_audio_0.wav,0.1532,0.7417,0.2854,0.0246, Sad 
1816,2_audio_0.wav,0.165,0.7154,0.2828,0.0238, Sad 
1817,2_audio_0.wav,0.1822,0.6808,0.2819,0.0236, Sad 
1818,2_audio_0.wav,0.2091,0.6678,0.2853,0.0245, Sad 
1819,2_audio_0.wav,0.2484,0.7155,0.3097,0.0278, Sad 
1820,2_audio_1.wav,0.1483,0.7509,0.2766,0.0812, Sad 
1821,2_audio_1.wav,0.1438,0.7523,0.1989,0.0452, Sad 
1822,2_audio_1.wav,0.139,0.7628,0.2183,0.0332, Sad 
1823,2_audio_1.wav,0.1402,0.7644,0.2655,0.0282, Sad 
1824,2_audio_1.wav,0.1451,0.7574,0.2851,0.0258, Sad 
1825,2_audio_1.wav,0.1532,0.7417,0.2854,0.0246, Sad 
1826,2_audio_1.wav,0.165,0.7154,0.2828,0.0238, Sad 
1827,2_audio_1.wav,0.1822,0.6808,0.2819,0.0236, Sad 
1828,2_audio_1.wav,0.2091,0.6678,0.2853,0.0245, Sad 
1829,2_audio_1.wav,0.2484,0.7155,0.3097,0.0278, Sad 
1830,2_audio_10.wav,0.1483,0.7509,0.2766,0.0812, Sad 
1831,2_audio_10.wav,0.1438,0.7523,0.1989,0.0452, Sad 
1832,2_audio_10.wav,0.139,0.7628,0.2183,0.0332, Sad 
1833,2_audio_10.wav,0.1402,0.7644,0.2655,0.0282, Sad 
1834,2_audio_10.wav,0.1451,0.7574,0.2851,0.0258, Sad 
1835,2_audio_10.wav,0.1532,0.7417,0.2854,0.0246, Sad 
1836,2_audio_10.wav,0.165,0.7154,0.2828,0.0238, Sad 
1837,2_audio_10.wav,0.1822,0.6808,0.2819,0.0236, Sad 
1838,2_audio_10.wav,0.2091,0.6678,0.2853,0.0245, Sad 
1839,2_audio_10.wav,0.2484,0.7155,0.3097,0.0278, Sad 
1840,2_audio_100.wav,0.1483,0.7509,0.2766,0.0812, Sad 
1841,2_audio_100.wav,0.1438,0.7523,0.1989,0.0452, Sad 
1842,2_audio_100.wav,0.139,0.7628,0.2183,0.0332, Sad 
1843,2_audio_100.wav,0.1402,0.7644,0.2655,0.0282, Sad 
1844,2_audio_100.wav,0.1451,0.7574,0.2851,0.0258, Sad 
1845,2_audio_100.wav,0.1532,0.7417,0.2854,0.0246, Sad 
1846,2_audio_100.wav,0.165,0.7154,0.2828,0.0238, Sad 
1847,2_audio_100.wav,0.1822,0.6808,0.2819,0.0236, Sad 
1848,2_audio_100.wav,0.2091,0.6678,0.2853,0.0245, Sad 
1849,2_audio_100.wav,0.2484,0.7155,0.3097,0.0278, Sad 
1850,2_audio_101.wav,0.1483,0.7509,0.2766,0.0812, Sad 
1851,2_audio_101.wav,0.1438,0.7523,0.1989,0.0452, Sad 
1852,2_audio_101.wav,0.139,0.7628,0.2183,0.0332, Sad 
1853,2_audio_101.wav,0.1402,0.7644,0.2655,0.0282, Sad 
1854,2_audio_101.wav,0.1451,0.7574,0.2851,0.0258, Sad 
1855,2_audio_101.wav,0.1532,0.7417,0.2854,0.0246, Sad 
1856,2_audio_101.wav,0.165,0.7154,0.2828,0.0238, Sad 
1857,2_audio_101.wav,0.1822,0.6808,0.2819,0.0236, Sad 
1858,2_audio_101.wav,0.2091,0.6678,0.2853,0.0245, Sad 
1859,2_audio_101.wav,0.2484,0.7155,0.3097,0.0278, Sad 
1860,2_audio_102.wav,0.1483,0.7509,0.2766,0.0812, Sad 
1861,2_audio_102.wav,0.1438,0.7523,0.1989,0.0452, Sad 
1862,2_audio_102.wav,0.139,0.7628,0.2183,0.0332, Sad 
1863,2_audio_102.wav,0.1402,0.7644,0.2655,0.0282, Sad 
1864,2_audio_102.wav,0.1451,0.7574,0.2851,0.0258, Sad 
1865,2_audio_102.wav,0.1532,0.7417,0.2854,0.0246, Sad 
1866,2_audio_102.wav,0.165,0.7154,0.2828,0.0238, Sad 
1867,2_audio_102.wav,0.1822,0.6808,0.2819,0.0236, Sad 
1868,2_audio_102.wav,0.2091,0.6678,0.2853,0.0245, Sad 
1869,2_audio_102.wav,0.2484,0.7155,0.3097,0.0278, Sad 
1870,2_audio_103.wav,0.1483,0.7509,0.2766,0.0812, Sad 
1871,2_audio_103.wav,0.1438,0.7523,0.1989,0.0452, Sad 
1872,2_audio_103.wav,0.139,0.7628,0.2183,0.0332, Sad 
1873,2_audio_103.wav,0.1402,0.7644,0.2655,0.0282, Sad 
1874,2_audio_103.wav,0.1451,0.7574,0.2851,0.0258, Sad 
1875,2_audio_103.wav,0.1532,0.7417,0.2854,0.0246, Sad 
1876,2_audio_103.wav,0.165,0.7154,0.2828,0.0238, Sad 
1877,2_audio_103.wav,0.1822,0.6808,0.2819,0.0236, Sad 
1878,2_audio_103.wav,0.2091,0.6678,0.2853,0.0245, Sad 
1879,2_audio_103.wav,0.2484,0.7155,0.3097,0.0278, Sad 
1880,2_audio_104.wav,0.1483,0.7509,0.2766,0.0812, Sad 
1881,2_audio_104.wav,0.1438,0.7523,0.1989,0.0452, Sad 
1882,2_audio_104.wav,0.139,0.7628,0.2183,0.0332, Sad 
1883,2_audio_104.wav,0.1402,0.7644,0.2655,0.0282, Sad 
