0,1,2,3,4,5,6,7,8,9,10,11,positive_labels
6E8Jiow8UYY,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
6G5NmJpvMzA,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
6GVJV1R9STo,30.0,40.0,,,,,/t/dd00031,,,,,/t/dd00031
6HlRrbvMg6M,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
6KcCQmscg7I,210.0,220.0,,/t/dd00031,,,,,,,,/t/dd00031
6NuPjYsaGBY,280.0,290.0,/t/dd00031,,,,,,,,,/t/dd00031
6Uc8X5p0grg,30.0,40.0,,,,,,,,/t/dd00031,,
6c0hvf9DO8E,30.0,40.0,,,/t/dd00031,/t/dd00035,,,,,,"/t/dd00031, /t/dd00035"
6d5mP0bzFEw,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
6j3RPESI5HU,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
6jRHWoaqrew,130.0,140.0,,/t/dd00031,,,,,,,,/t/dd00031
6juDcqdUms0,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
6lbdgXXvJjs,20.0,30.0,,/t/dd00031,,,,,,,,/t/dd00031
6meQH14Sqgg,30.0,40.0,,,,/t/dd00031,,,,,,/t/dd00031
6mk1GHOSS7s,160.0,170.0,/t/dd00031,,,,,,,,,/t/dd00031
6pbZ640juR0,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
6qHBNRmEXpI,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
6rSm7NMR2TQ,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
6vBe3mI8g44,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
71iiFe5b8Gw,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
72fTCPYGM68,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
73NERkccKCY,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
74JjtKhvd1o,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
758Un3WBgLs,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
75s60rZVIY8,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
78jsjP9hShE,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
79yKHAsD1nA,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
7CwkaHoITno,6.0,16.0,,/t/dd00031,,,,,,,,/t/dd00031
7ESSo5M9cH8,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
7GEN073P21k,180.0,190.0,/t/dd00031,,,,,,,,,/t/dd00031
7HhslG0YmSw,30.0,40.0,,/t/dd00031,/t/dd00035,,,,,,,"/t/dd00031, /t/dd00035"
7HsJ4946iKs,50.0,60.0,/t/dd00031,,,,,,,,,/t/dd00031
7M-fEZ_Fc7Y,110.0,120.0,,/t/dd00031,,,,,,,,/t/dd00031
7MtNmu_l7c4,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
7VGpIrz4B5I,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
7W2UA2H3YZo,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
7a4qOtJ7ehM,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
7bmvOKEWngs,1.0,11.0,/t/dd00031,,,,,,,,,/t/dd00031
7d1Pt2wohnQ,30.0,40.0,,,/t/dd00031,/t/dd00034,,,,,,"/t/dd00031, /t/dd00034"
7dI3zvCg0tM,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
7gjvh2HNfEw,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
7gmhDtlN_uM,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
7gnI3eSRzyQ,30.0,40.0,,,,/t/dd00031,,,,,,/t/dd00031
7hFjbj-OtuY,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
7ja8hamnuJY,30.0,40.0,,/t/dd00031,/t/dd00035,,,,,,,"/t/dd00031, /t/dd00035"
7kdXbHwmn38,30.0,40.0,,,,/t/dd00031,,,,,,/t/dd00031
7lVzuV_iaQU,30.0,40.0,,,/t/dd00031,/t/dd00035,,,,,,"/t/dd00031, /t/dd00035"
7uN2qX3cqB4,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
7ueCf_4tb74,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
7w72mjiujVc,30.0,40.0,,/t/dd00031,/t/dd00035,,,,,,,"/t/dd00031, /t/dd00035"
7y3ujUqviYE,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
7yXbPxKNn50,30.0,40.0,/t/dd00031,/t/dd00035,,,,,,,,"/t/dd00031, /t/dd00035"
81FCcLg5h2c,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
88WykvojMKg,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
89oSHESLSTU,30.0,40.0,,,,,/t/dd00031,,,,,/t/dd00031
8FPA_Y7sssI,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
8GtFUC7uyPU,120.0,130.0,/t/dd00031,,,,,,,,,/t/dd00031
8IbGLh7x7rs,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
8IuhrMiFVM0,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
8J9TeA-kJBA,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
8Pl6ineaAe0,160.0,170.0,,/t/dd00031,,,,,,,,/t/dd00031
8QhOxOarvdM,12.0,22.0,/t/dd00031,,,,,,,,,/t/dd00031
8RihvICsS0k,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
8TAmnb4cUrg,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
8URTzSJaVsw,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
8WBytAQL1uY,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
8ZgL8aMm87U,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
8ZmjHxUzsUU,30.0,40.0,,,,,,/t/dd00031,/t/dd00035,,,/t/dd00031
8aWKKh51_g4,30.0,40.0,/t/dd00031,/t/dd00035,,,,,,,,"/t/dd00031, /t/dd00035"
8cGaFi3HbXI,80.0,90.0,,,,,/t/dd00031,,,,,/t/dd00031
8ffdVTnJdKI,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
8hDYHKp0lg4,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
8k4DogAGrpw,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
8nuT_P1VqLU,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
8pwORgyM0Uc,30.0,40.0,,/t/dd00031,/t/dd00034,,,,,,,"/t/dd00031, /t/dd00034"
8qf3RqXMPyo,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
8rKsj6UZ8zQ,220.0,230.0,/t/dd00031,,,,,,,,,/t/dd00031
8vybHA587lg,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
9-Tmq2qBCmM,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
9-_QG-qBmRA,60.0,70.0,/t/dd00031,,,,,,,,,/t/dd00031
9-nD1nHrK3g,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
91Fog75UOZI,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
91YnR5jVEXc,26.0,36.0,,/t/dd00031,,,,,,,,/t/dd00031
91tizga1QGE,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
96CBwrRatn8,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
97Mb6q1r6Uc,30.0,40.0,/t/dd00031,/t/dd00034,,,,,,,,"/t/dd00031, /t/dd00034"
97dQz4RU5H8,70.0,80.0,/t/dd00031,,,,,,,,,/t/dd00031
998nmeedl3s,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
99GYfIpRX74,180.0,190.0,/t/dd00031,,,,,,,,,/t/dd00031
9CivMbnkRs4,140.0,150.0,/t/dd00031,,,,,,,,,/t/dd00031
9DA2A9vS15I,30.0,40.0,,/t/dd00031,/t/dd00035,,,,,,,"/t/dd00031, /t/dd00035"
9FST6F-2Tz8,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
9Jkavn-hF7I,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
9NGnNv_VD14,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
9NOrMgAQlAs,170.0,180.0,/t/dd00031,,,,,,,,,/t/dd00031
9PbVJLYTXUA,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
9Q25_tJZP4Q,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
9QI9mFOLuP8,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
9QUgrJpIIP4,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
9RyMFoPl1Zk,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
9T1cpsLegYQ,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
9WeNb8BQobw,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
9Yafv78YAwQ,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
9Yyg_ZXpeGQ,220.0,230.0,/t/dd00031,,,,,,,,,/t/dd00031
9gtEueQ8k_I,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
9hA71h3cLeE,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
9juSujEtx3k,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
9rQD8Trmcfs,140.0,150.0,,,/t/dd00031,,,,,,,/t/dd00031
9sI_G0Dmi3Y,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
9yZZMyooubE,25.0,35.0,,,/t/dd00031,/t/dd00034,,,,,,"/t/dd00031, /t/dd00034"
9zewH3txprk,30.0,40.0,/t/dd00031,/t/dd00035,,,,,,,,"/t/dd00031, /t/dd00035"
A1MPkgdz-YU,90.0,100.0,/t/dd00031,,,,,,,,,/t/dd00031
A40aIeSbr2Y,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
A6Q-BxJSsyw,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
ACd1IDladEo,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
ADHn8qEGXbU,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
AF1QPeDy3AI,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
AG_hRK3Zr8U,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
AL1UCGklhXI,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
AP7K8tL1jTI,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
ARgRP6HDfis,30.0,40.0,,,,/t/dd00031,,,,,,/t/dd00031
ATBzMIxt8-I,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
AWC7YQ0XtOI,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
AYeGWS_i-jA,13.0,23.0,/t/dd00031,,,,,,,,,/t/dd00031
AZWOHt-GuUo,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
AZ_aPrNqnWQ,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
AcBp0asj2Po,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
Ad0vyNGeKHE,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
AdigB79Ij64,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
AeY-sUZDSKY,230.0,240.0,/t/dd00031,,,,,,,,,/t/dd00031
AfpYILjn_VM,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
AgI3aYaaSFU,90.0,100.0,,,/t/dd00031,,,,,,,/t/dd00031
AhGju7lA0Ok,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
AiGv5ffjElI,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
AjjDewcGH7k,430.0,440.0,,,/t/dd00031,,,,,,,/t/dd00031
Ajn5ZHHLqUo,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
AmDIATLDf1s,80.0,90.0,/t/dd00031,,,,,,,,,/t/dd00031
AmKQjbiEnyk,30.0,40.0,,,,/t/dd00031,,,,,,/t/dd00031
ApUMgQQZ1Wc,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
Apqi7yvCVfo,100.0,110.0,/t/dd00031,,,,,,,,,/t/dd00031
As5BDSKrbic,0.0,10.0,,/t/dd00031,,,,,,,,/t/dd00031
Av1k-ESqv-k,40.0,50.0,,,,/t/dd00031,,,,,,/t/dd00031
AvacsufyK_Y,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
AwCFT1I6Qtw,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
B1sxcQ3WOS0,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
B20laNuvhzk,30.0,40.0,,,/t/dd00031,/t/dd00035,,,,,,"/t/dd00031, /t/dd00035"
B2FxUpoyacI,60.0,70.0,/t/dd00031,,,,,,,,,/t/dd00031
B2Wv3a2h4Gs,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
BBrhhFWv0h4,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
BH6bd9JVwtM,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
BLUvH0dd7Xw,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
BPFr14g1ZLI,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
BPtYfvQHqjQ,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
BPv0vfqH5XM,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
BRzG7vpyM0Q,100.0,110.0,/t/dd00031,,,,,,,,,/t/dd00031
BShiW_rNwvA,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
BSu6IhkI8PA,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
BT6h_2JGGqU,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
BWJBZc6v8Ug,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
BZ_ual2hBqY,30.0,40.0,,,,/t/dd00031,,,,,,/t/dd00031
B_BHd3aoRXk,20.0,30.0,/t/dd00031,,,,,,,,,/t/dd00031
B__2baBeG8Y,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
Bbbb23xPtjQ,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
BduTHHgeAjw,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
BeUWilqwLj4,30.0,40.0,,,/t/dd00031,/t/dd00035,,,,,,"/t/dd00031, /t/dd00035"
BgbBfSEml2Y,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
BhWrvOhpBY0,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
Bixqmd2cZYQ,210.0,220.0,/t/dd00031,,,,,,,,,/t/dd00031
Bj7u7piJfXc,24.0,34.0,,,/t/dd00031,,,,,,,/t/dd00031
Bkb0qjALWeo,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
BsoZMlGSmDc,30.0,40.0,,,,,,,,/t/dd00031,,
BtQR65wDQPM,30.0,40.0,,,,,,,,,/t/dd00031,
Bv-EGdPPiro,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
BvTJ9M5ay9w,70.0,80.0,/t/dd00031,,,,,,,,,/t/dd00031
BzjkVaK7cTo,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
C0CzJ-zgXBg,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
C5MZFmkpc7U,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
C5W8zK5gOzA,23.0,33.0,/t/dd00031,,,,,,,,,/t/dd00031
C5jn0Sx_vYQ,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
CC1oaI8Ke3c,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
CC5wPuXYK7U,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
CCsBnN1Tyhg,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
CEFSq8JGgWI,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
CN2LdU7iJcI,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
COA8w6EujjU,30.0,40.0,/t/dd00031,/t/dd00033,,,,,,,,"/t/dd00031, /t/dd00033"
CQXSGUkQxpY,50.0,60.0,,/t/dd00031,,,,,,,,/t/dd00031
CZ1Ejyej7NI,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
C_kLHu_KC7U,190.0,200.0,,/t/dd00031,,,,,,,,/t/dd00031
Cg56KYVrG5o,50.0,60.0,/t/dd00031,,,,,,,,,/t/dd00031
CgCBHTl1BB0,30.0,40.0,,,,/t/dd00031,,,,,,/t/dd00031
Ch2UGPXhEj8,160.0,170.0,,/t/dd00031,,,,,,,,/t/dd00031
CiAUdhej-Aw,80.0,90.0,,/t/dd00031,,,,,,,,/t/dd00031
ClWoQiFJpMc,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
CvMnvztqqzY,260.0,270.0,/t/dd00031,,,,,,,,,/t/dd00031
CwdS1PyKq5U,160.0,170.0,/t/dd00031,,,,,,,,,/t/dd00031
D2JrffvCQk0,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
D2SOD7G71MI,80.0,90.0,/t/dd00031,,,,,,,,,/t/dd00031
D8sbG3L6Xug,30.0,40.0,/t/dd00031,/t/dd00035,,,,,,,,"/t/dd00031, /t/dd00035"
DBGuKADpXLI,30.0,40.0,,,,,/t/dd00031,,,,,/t/dd00031
DELu_iZ-gGk,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
DG1oVwKG1Mc,30.0,40.0,,,,/t/dd00031,/t/dd00035,,,,,"/t/dd00031, /t/dd00035"
DLdDqMA88VQ,220.0,230.0,/t/dd00031,,,,,,,,,/t/dd00031
DP5drL4m6hU,10.0,20.0,,,/t/dd00031,,,,,,,/t/dd00031
DQUBLgZkEzU,100.0,110.0,/t/dd00031,,,,,,,,,/t/dd00031
DRMxqdYCuBU,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
DYx2BOBD5LE,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
DfBLYvYJDqs,170.0,180.0,,/t/dd00031,,,,,,,,/t/dd00031
Dgw_bYzQqdQ,30.0,40.0,,/t/dd00031,/t/dd00035,,,,,,,"/t/dd00031, /t/dd00035"
Dhqq9rKvglw,530.0,540.0,,/t/dd00031,,,,,,,,/t/dd00031
DopsS5Dd1Hw,130.0,140.0,/t/dd00031,,,,,,,,,/t/dd00031
DtOIL6ta47A,40.0,50.0,/t/dd00031,,,,,,,,,/t/dd00031
DztcZmNbEwk,30.0,40.0,,,,/t/dd00031,,,,,,/t/dd00031
E2u27gmIXz4,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
ED-aY297myw,20.0,30.0,,/t/dd00031,,,,,,,,/t/dd00031
EFyeVqsQRcU,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
EIuf5OgX0ek,130.0,140.0,/t/dd00031,,,,,,,,,/t/dd00031
E_l4asjEw9A,130.0,140.0,/t/dd00031,,,,,,,,,/t/dd00031
EqlF0TEdjNU,30.0,40.0,,/t/dd00031,/t/dd00035,,,,,,,"/t/dd00031, /t/dd00035"
F4etQIDn5tQ,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
F7xgqWF24XE,220.0,230.0,/t/dd00031,,,,,,,,,/t/dd00031
FAi_TH8Stoc,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
FC9SbUEuUUs,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
FLGy7oJqCOI,130.0,140.0,/t/dd00031,,,,,,,,,/t/dd00031
FLPDMXa5Qi0,190.0,200.0,/t/dd00031,,,,,,,,,/t/dd00031
FM_q8RtZvsY,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
FNjTPrKudow,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
FOqMqjtPM4o,140.0,150.0,,/t/dd00031,,,,,,,,/t/dd00031
FU294rY-DPU,320.0,330.0,,/t/dd00031,,,,,,,,/t/dd00031
FWFli4m0n5E,21.0,31.0,,,,,/t/dd00031,,,,,/t/dd00031
FcfjvmIoC7A,40.0,50.0,/t/dd00031,,,,,,,,,/t/dd00031
FhaW-LGmrRw,40.0,50.0,,/t/dd00031,,,,,,,,/t/dd00031
FmqzfpwPITc,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
FqPO5nKYX54,120.0,130.0,/t/dd00031,,,,,,,,,/t/dd00031
FtNUxPFelOg,20.0,30.0,/t/dd00031,,,,,,,,,/t/dd00031
G5seZqO8lpw,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
G9zTPnst33s,30.0,40.0,/t/dd00031,/t/dd00035,,,,,,,,"/t/dd00031, /t/dd00035"
GCU-eIXT3ko,180.0,190.0,/t/dd00031,,,,,,,,,/t/dd00031
GKIYnEYd3Iw,180.0,190.0,,/t/dd00031,,,,,,,,/t/dd00031
GPPBTzk1ppA,60.0,70.0,,,/t/dd00031,,,,,,,/t/dd00031
GRYod4ZxK7k,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
GURe16CEl2w,50.0,60.0,/t/dd00031,,,,,,,,,/t/dd00031
GZBQ38rj5gg,50.0,60.0,/t/dd00031,,,,,,,,,/t/dd00031
GdqVrFADptc,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
GeKC86e1kts,100.0,110.0,/t/dd00031,,,,,,,,,/t/dd00031
GibJKHFPKKA,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
GkYsd0jMMqk,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
Gmc_Wx7Ng28,30.0,40.0,,,,,,/t/dd00031,,,,/t/dd00031
GzhPFJOhQvg,570.0,580.0,,/t/dd00031,,,,,,,,/t/dd00031
GzzRKrlmlrA,70.0,80.0,/t/dd00031,,,,,,,,,/t/dd00031
H8UX7yRuaiM,560.0,570.0,,/t/dd00031,,,,,,,,/t/dd00031
HDY328Ra7Eg,120.0,130.0,/t/dd00031,,,,,,,,,/t/dd00031
HDbl5nfCUD4,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
HN6HYEWUN-0,170.0,180.0,/t/dd00031,,,,,,,,,/t/dd00031
HPgh868iuCI,420.0,430.0,/t/dd00031,,,,,,,,,/t/dd00031
HZ6kI55NIdw,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
HavsMFt7_ig,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
HfCFuISo4Cs,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
Hn2mOmMHzn4,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
HqcZ75oplwg,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
HteiZIaj8vA,30.0,40.0,/t/dd00031,/t/dd00035,,,,,,,,"/t/dd00031, /t/dd00035"
HxzdFNr17dc,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
I5yqOc2-evE,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
I9PiDlkHSkY,200.0,210.0,/t/dd00031,,,,,,,,,/t/dd00031
IC49KaxCcKA,40.0,50.0,,,,/t/dd00031,,,,,,/t/dd00031
ILzk9VCDC_g,90.0,100.0,,/t/dd00031,,,,,,,,/t/dd00031
IZgHGRzy2rI,160.0,170.0,/t/dd00031,,,,,,,,,/t/dd00031
IaxtzHOVt6E,30.0,40.0,,,,/t/dd00031,,,,,,/t/dd00031
IdqdosMtmjU,210.0,220.0,/t/dd00031,,,,,,,,,/t/dd00031
If6uMdAk7VM,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
IrB-UJG2b2g,60.0,70.0,,/t/dd00031,,,,,,,,/t/dd00031
IuYtwGLDozQ,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
IuzptCzZsno,100.0,110.0,/t/dd00031,,,,,,,,,/t/dd00031
J7DhpBLxDXU,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
J7Kw8ycLb6w,360.0,370.0,,/t/dd00031,,,,,,,,/t/dd00031
JBSHq4fpZgk,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
JCXQuMKhd9g,30.0,40.0,,,,,,/t/dd00031,/t/dd00032,,,/t/dd00031
JFjZLU3iSpI,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
JQxGh8LfijI,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
JRI6P1zvO-w,80.0,90.0,/t/dd00031,,,,,,,,,/t/dd00031
JWKQByZyg7c,7.0,17.0,,/t/dd00031,,,,,,,,/t/dd00031
JZe1-CmMtmQ,130.0,140.0,/t/dd00031,,,,,,,,,/t/dd00031
JqNU7UdhBHQ,110.0,120.0,/t/dd00031,,,,,,,,,/t/dd00031
Jqbb2qFWfLg,30.0,40.0,,,,,/t/dd00031,,,,,/t/dd00031
JrKjZvishkU,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
JxdPLIEfLIg,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
K2YHkMOeBag,130.0,140.0,,,/t/dd00031,,,,,,,/t/dd00031
K53fNUTwz0o,30.0,40.0,,,,/t/dd00031,,,,,,/t/dd00031
KC97C7ALA6M,100.0,110.0,,/t/dd00031,,,,,,,,/t/dd00031
KDOBPZHTsAQ,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
KI7bwbqslrM,10.0,20.0,/t/dd00031,,,,,,,,,/t/dd00031
KJNpQ06QGzk,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
KLXL0iVo1Ts,100.0,110.0,,/t/dd00031,,,,,,,,/t/dd00031
KSVM0d_NYjk,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
Kn1pfXphp-w,60.0,70.0,,,/t/dd00031,,,,,,,/t/dd00031
KquB0ssDOUg,14.0,24.0,/t/dd00031,,,,,,,,,/t/dd00031
KtCyyEYDctY,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
KvWtXqz58TU,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
KzajcML-L3E,80.0,90.0,/t/dd00031,,,,,,,,,/t/dd00031
L2Onmce_3b8,230.0,240.0,/t/dd00031,,,,,,,,,/t/dd00031
L3jJwBiY6io,30.0,40.0,,,,,/t/dd00031,/t/dd00032,,,,"/t/dd00031, /t/dd00032"
L8D1vmUPYY8,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
LI4gQDBCpaA,10.0,20.0,/t/dd00031,,,,,,,,,/t/dd00031
LPmBRoINQYQ,580.0,590.0,/t/dd00031,,,,,,,,,/t/dd00031
Lc3D3MEH_T4,90.0,100.0,/t/dd00031,,,,,,,,,/t/dd00031
Lhk3iupw5KE,30.0,40.0,,/t/dd00031,,,,,,,,/t/dd00031
Lk7j1mXHwIs,30.0,40.0,,,/t/dd00031,,,,,,,/t/dd00031
LrNDHVMIQ1A,140.0,150.0,/t/dd00031,,,,,,,,,/t/dd00031
Luh2oGNqALc,140.0,150.0,,/t/dd00031,,,,,,,,/t/dd00031
M4273khH2m4,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
M4FO0JYcutA,30.0,40.0,/t/dd00031,,,,,,,,,/t/dd00031
M4LUefTn_xw,60.0,70.0,/t/dd00031,,,,,,,,,/t/dd00031
